locus_tag,gene_name,ncrna,start,end,strand,read_count,ins_index,gene_length,ins_count,fcn
R7A2020_00135,R7A2020_00135,0,27750,28169,-1,123,0.00560224089635854,420,2,helix-turn-helix transcriptional regulator
R7A2020_00350,R7A2020_00350,0,73139,74233,1,220,0.00643776824034335,1095,6,microcin C ABC transporter permease YejB
R7A2020_00535,R7A2020_00535,0,114518,114931,1,57,0.0056657223796034,414,2,RidA family protein
R7A2020_01000,R7A2020_01000,0,218898,219065,1,7,0.00694444444444444,168,1,hypothetical protein
R7A2020_02060,rplT,0,451560,451961,1,237,0.00584795321637427,402,2,50S ribosomal protein L20
R7A2020_02155,R7A2020_02155,0,471970,472173,-1,4,0.00574712643678161,204,1,hypothetical protein
R7A2020_02905,R7A2020_02905,0,611812,611991,1,27,0.0065359477124183,180,1,hypothetical protein
R7A2020_03230,R7A2020_03230,0,676198,677232,1,566,0.00681044267877412,1035,6,SIS domain-containing protein
R7A2020_03570,R7A2020_03570,0,748863,749060,1,15,0.00588235294117647,198,1,hypothetical protein
R7A2020_03885,lepA,0,808294,810099,-1,335,0.00651041666666667,1806,10,elongation factor 4
R7A2020_04705,R7A2020_04705,0,975967,976506,1,32,0.0065359477124183,540,3,AprI/Inh family metalloprotease inhibitor
R7A2020_04865,sdhC,0,1006497,1006916,1,10,0.00560224089635854,420,2,succinate dehydrogenase, cytochrome b556 subunit
R7A2020_05390,R7A2020_05390,0,1105561,1106067,1,47,0.00694444444444444,507,3,GNAT family N-acetyltransferase
R7A2020_05905,R7A2020_05905,0,1220965,1221369,-1,27,0.00579710144927536,405,2,ribbon-helix-helix protein, CopG family
R7A2020_05935,R7A2020_05935,0,1224064,1224888,1,100,0.0056980056980057,825,4,YmdB family metallophosphoesterase
R7A2020_06095,ruvC,0,1251708,1252217,1,73,0.00691244239631336,510,3,crossover junction endodeoxyribonuclease RuvC
R7A2020_06105,R7A2020_06105,0,1252521,1252940,1,87,0.00560224089635854,420,2,type II toxin-antitoxin system VapC family toxin
R7A2020_06510,R7A2020_06510,0,1336849,1337052,-1,83,0.00574712643678161,204,1,YdcH family protein
R7A2020_06530,R7A2020_06530,0,1339918,1340919,-1,88,0.00704225352112676,1002,6,DUF4034 domain-containing protein
R7A2020_06595,R7A2020_06595,0,1350364,1350885,-1,92,0.00675675675675676,522,3,helix-turn-helix transcriptional regulator
R7A2020_06745,R7A2020_06745,0,1376303,1376686,1,14,0.00611620795107034,384,2,fimbrial protein
R7A2020_06760,R7A2020_06760,0,1377423,1377626,-1,54,0.00574712643678161,204,1,hypothetical protein
R7A2020_06865,R7A2020_06865,0,1399895,1400221,-1,340,0.00716845878136201,327,2,hypothetical protein
R7A2020_07800,R7A2020_07800,0,1588630,1589148,-1,167,0.00677200902934537,519,3,disulfide bond formation protein B
R7A2020_08520,polA,0,1740114,1743077,-1,465,0.00555555555555556,2964,14,DNA polymerase I
R7A2020_08635,R7A2020_08635,0,1772299,1773297,-1,460,0.00705052878965922,999,6,ABC transporter permease
R7A2020_08745,R7A2020_08745,0,1800004,1802271,1,569,0.00570243649559357,2268,11,penicillin-binding protein
R7A2020_08820,R7A2020_08820,0,1816428,1816628,-1,9,0.00584795321637427,201,1,hypothetical protein
