locus_tag,gene_name,ncrna,start,end,strand,read_count,ins_index,gene_length,ins_count,fcn
R7A2020_00605,pgi,0,129779,131422,-1,245,0.00715307582260372,1644,10,glucose-6-phosphate isomerase
R7A2020_01020,R7A2020_01020,0,221399,221935,-1,355,0.00655021834061135,537,3,ActR/PrrA/RegA family redox response regulator transcription factor
R7A2020_02060,rplT,0,451560,451961,1,113,0.00584795321637427,402,2,50S ribosomal protein L20
R7A2020_02570,R7A2020_02570,0,546283,546468,-1,7,0.00628930817610063,186,1,hypothetical protein
R7A2020_03080,R7A2020_03080,0,643654,643848,-1,32,0.00598802395209581,195,1,hypothetical protein
R7A2020_03230,R7A2020_03230,0,676198,677232,1,66,0.00681044267877412,1035,6,SIS domain-containing protein
R7A2020_03295,pyrF,0,696530,697243,1,208,0.00657894736842105,714,4,orotidine-5'-phosphate decarboxylase
R7A2020_03435,R7A2020_03435,0,727377,727556,1,3,0.0065359477124183,180,1,hypothetical protein
R7A2020_03465,R7A2020_03465,0,731645,732202,-1,66,0.00630252100840336,558,3,hypothetical protein
R7A2020_03860,secB,0,802736,803239,1,44,0.00699300699300699,504,3,protein-export chaperone SecB
R7A2020_03875,R7A2020_03875,0,806295,807593,1,210,0.00632911392405063,1299,7,ATP-binding protein
R7A2020_03885,lepA,0,808294,810099,-1,186,0.005859375,1806,9,elongation factor 4
R7A2020_04485,R7A2020_04485,0,936131,936928,1,249,0.00588235294117647,798,4,murein transglycosylase
R7A2020_04670,R7A2020_04670,0,968771,969445,-1,20,0.00695652173913044,675,4,septation protein A
R7A2020_04810,rplS,0,996300,996845,1,232,0.00645161290322581,546,3,50S ribosomal protein L19
R7A2020_04920,R7A2020_04920,0,1014984,1015340,1,93,0.00655737704918033,357,2,YciI family protein
R7A2020_05560,R7A2020_05560,0,1146249,1146911,-1,84,0.00709219858156028,663,4,YggS family pyridoxal phosphate-dependent enzyme
R7A2020_06115,ruvB,0,1253632,1254669,1,115,0.00565610859728507,1038,5,Holliday junction branch migration DNA helicase RuvB
R7A2020_06205,R7A2020_06205,0,1274132,1275733,1,494,0.00734214390602056,1602,10,phosphoglycerate dehydrogenase
R7A2020_06280,R7A2020_06280,0,1292071,1292652,-1,224,0.00606060606060606,582,3,CarD family transcriptional regulator
R7A2020_06420,pyk,0,1322920,1324356,1,152,0.00735895339329518,1437,9,pyruvate kinase
R7A2020_06515,R7A2020_06515,0,1337291,1337470,1,4,0.0065359477124183,180,1,YdcH family protein
R7A2020_06530,R7A2020_06530,0,1339918,1340919,-1,120,0.00704225352112676,1002,6,DUF4034 domain-containing protein
R7A2020_07610,R7A2020_07610,0,1549991,1550983,-1,63,0.00591715976331361,993,5,ABC transporter permease
R7A2020_07800,R7A2020_07800,0,1588630,1589148,-1,17,0.00677200902934537,519,3,disulfide bond formation protein B
R7A2020_08015,R7A2020_08015,0,1634058,1635546,1,134,0.00710339384372534,1489,9,
R7A2020_08635,R7A2020_08635,0,1772299,1773297,-1,122,0.00705052878965922,999,6,ABC transporter permease
R7A2020_08740,R7A2020_08740,0,1799721,1799909,1,64,0.00617283950617284,189,1,hypothetical protein
R7A2020_09150,R7A2020_09150,0,1873017,1873604,-1,49,0.00598802395209581,588,3,hypothetical protein
