locus_tag,gene_name,ncrna,start,end,strand,read_count,ins_index,gene_length,ins_count,fcn
R7A2020_00105,R7A2020_00105,0,22133,22783,-1,2,0.0036101083032491,651,2,RNA-binding protein
R7A2020_00980,R7A2020_00980,0,215611,216180,1,3,0.00412371134020619,570,2,NifU family protein
R7A2020_01210,R7A2020_01210,0,263291,264172,-1,9,0.004,882,3,family 16 glycosylhydrolase
R7A2020_01265,R7A2020_01265,0,274495,275172,1,9,0.00346020761245675,678,2,sugar transferase
R7A2020_01935,R7A2020_01935,0,424750,425046,1,4,0.00393700787401575,297,1,HPr family phosphocarrier protein
R7A2020_01940,R7A2020_01940,0,425222,426622,1,10,0.00335852225020991,1401,4,adenosylhomocysteinase
R7A2020_01960,addB,0,431619,434753,1,33,0.00337584396099025,3135,9,double-strand break repair protein AddB
R7A2020_01965,addA,0,434750,438262,1,38,0.0033478406427854,3513,10,double-strand break repair helicase AddA
R7A2020_03875,R7A2020_03875,0,806295,807593,1,13,0.00361663652802893,1299,4,ATP-binding protein
R7A2020_04720,mdh,0,978502,979470,1,9,0.00363636363636364,969,3,malate dehydrogenase
R7A2020_04790,R7A2020_04790,0,992910,993848,-1,22,0.00375,939,3,tyrosine recombinase XerC
R7A2020_04795,rimM,0,993945,994544,1,6,0.00392156862745098,600,2,ribosome maturation factor RimM
R7A2020_05525,R7A2020_05525,0,1138872,1139144,1,1,0.00429184549356223,273,1,aspartate-semialdehyde dehydrogenase
R7A2020_05705,R7A2020_05705,0,1180351,1181637,1,17,0.00365296803652968,1287,4,glutamate-5-semialdehyde dehydrogenase
R7A2020_06460,R7A2020_06460,0,1329323,1330228,-1,27,0.00389105058365759,906,3,anti-sigma factor
R7A2020_06565,R7A2020_06565,0,1346669,1347586,-1,10,0.00383631713554987,918,3,polyprenyl synthetase family protein
R7A2020_07895,grxC,0,1607449,1607718,1,2,0.00434782608695652,270,1,glutaredoxin 3
R7A2020_07970,prmC,0,1621899,1622771,1,29,0.00403768506056528,873,3,peptide chain release factor N(5)-glutamine methyltransferase
R7A2020_08785,R7A2020_08785,0,1809247,1809540,1,3,0.00398406374501992,294,1,DUF2849 domain-containing protein
R7A2020_09145,R7A2020_09145,0,1872295,1873005,-1,8,0.00330578512396694,711,2,hypothetical protein
R7A2020_09170,R7A2020_09170,0,1876039,1876611,-1,3,0.00409836065573771,573,2,recombinase family protein
R7A2020_09420,R7A2020_09420,0,1921996,1922814,1,41,0.00429799426934097,819,3,N-formylglutamate amidohydrolase
R7A2020_09675,R7A2020_09675,0,1983240,1984685,-1,22,0.0032520325203252,1446,4,homospermidine synthase
R7A2020_10185,R7A2020_10185,0,2083786,2085399,1,22,0.00436999271667881,1614,6,hypothetical protein
R7A2020_10980,R7A2020_10980,0,2249038,2249340,1,1,0.00387596899224806,303,1,accessory factor UbiK family protein
R7A2020_11085,R7A2020_11085,0,2262406,2262753,-1,2,0.00336700336700337,348,1,hypothetical protein
R7A2020_11490,R7A2020_11490,0,2348397,2348726,-1,4,0.00355871886120996,330,1,nuclear transport factor 2 family protein
R7A2020_11560,R7A2020_11560,0,2357898,2358779,1,3,0.004,882,3,hypothetical protein
R7A2020_11795,R7A2020_11795,0,2408072,2408365,1,1,0.00398406374501992,294,1,hypothetical protein
R7A2020_11835,R7A2020_11835,0,2417028,2417297,-1,4,0.00434782608695652,270,1,hypothetical protein
R7A2020_11945,R7A2020_11945,0,2438597,2439472,1,14,0.00402144772117962,876,3,serine protease
R7A2020_12010,R7A2020_12010,0,2450077,2450424,1,2,0.00336700336700337,348,1,hypothetical protein
R7A2020_12065,R7A2020_12065,0,2464349,2464648,-1,1,0.00392156862745098,300,1,DUF1236 domain-containing protein
R7A2020_12075,R7A2020_12075,0,2465421,2466440,1,5,0.00346020761245675,1020,3,YihY/virulence factor BrkB family protein
R7A2020_12160,R7A2020_12160,0,2490029,2490376,1,1,0.00336700336700337,348,1,hypothetical protein
R7A2020_12275,R7A2020_12275,0,2517181,2518071,-1,6,0.00395778364116095,891,3,carbohydrate ABC transporter permease
R7A2020_12915,R7A2020_12915,0,2638794,2639099,-1,4,0.00383141762452107,306,1,helix-turn-helix transcriptional regulator
R7A2020_13065,R7A2020_13065,0,2666122,2666430,-1,2,0.00378787878787879,309,1,hypothetical protein
R7A2020_13550,R7A2020_13550,0,2762192,2762464,1,4,0.00429184549356223,273,1,hypothetical protein
R7A2020_14065,R7A2020_14065,0,2867180,2867506,1,1,0.003584229390681,327,1,DUF1330 domain-containing protein
R7A2020_14260,R7A2020_14260,0,2907248,2907535,-1,3,0.0040650406504065,288,1,hypothetical protein
R7A2020_14415,R7A2020_14415,0,2927686,2928507,1,17,0.00429184549356223,822,3,ABC transporter permease
R7A2020_14715,R7A2020_14715,0,2987448,2987723,1,4,0.00423728813559322,276,1,AbrB/MazE/SpoVT family DNA-binding domain-containing protein
R7A2020_15085,R7A2020_15085,0,3072774,3073082,-1,2,0.00378787878787879,309,1,HigA family addiction module antidote protein
R7A2020_15610,miaA,0,3182932,3183897,1,7,0.00364963503649635,966,3,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA
R7A2020_16515,R7A2020_16515,0,3375001,3375366,1,6,0.00320512820512821,366,1,hypothetical protein
R7A2020_16895,R7A2020_16895,0,3455688,3455993,-1,1,0.00383141762452107,306,1,hypothetical protein
R7A2020_16905,R7A2020_16905,0,3456610,3456897,1,1,0.0040650406504065,288,1,hypothetical protein
R7A2020_16975,erpA,0,3470764,3471111,-1,4,0.00336700336700337,348,1,iron-sulfur cluster insertion protein ErpA
R7A2020_17020,tatC,0,3481736,3482611,1,14,0.00402144772117962,876,3,twin-arginine translocase subunit TatC
R7A2020_17060,yajC,0,3490319,3490660,1,3,0.00343642611683849,342,1,preprotein translocase subunit YajC
R7A2020_17105,R7A2020_17105,0,3498552,3499670,1,15,0.00419727177334732,1119,4,DUF2157 domain-containing protein
R7A2020_17115,R7A2020_17115,0,3500465,3501316,-1,3,0.00413793103448276,852,3,hypothetical protein
R7A2020_17170,R7A2020_17170,0,3510048,3510767,-1,7,0.00326797385620915,720,2,bb3-type cytochrome oxidase subunit IV
R7A2020_17245,R7A2020_17245,0,3522615,3522911,1,2,0.00393700787401575,297,1,DUF982 domain-containing protein
R7A2020_17995,urtE,0,3703730,3704425,1,9,0.00337268128161889,696,2,urea ABC transporter ATP-binding subunit UrtE
R7A2020_18020,uvrA,0,3707634,3710555,-1,32,0.00322061191626409,2922,8,excinuclease ABC subunit UvrA
R7A2020_18120,R7A2020_18120,0,3727195,3727464,1,1,0.00434782608695652,270,1,hypothetical protein
R7A2020_18405,R7A2020_18405,0,3783196,3783474,1,9,0.00418410041841004,279,1,DUF4031 domain-containing protein
R7A2020_18655,R7A2020_18655,0,3837772,3838137,-1,2,0.00320512820512821,366,1,SnoaL-like domain-containing protein
R7A2020_18935,gor,0,3900377,3901768,1,12,0.00337837837837838,1392,4,glutathione-disulfide reductase
R7A2020_18970,hspQ,0,3910025,3910348,-1,2,0.0036231884057971,324,1,heat shock protein HspQ
R7A2020_18990,R7A2020_18990,0,3913364,3914170,1,8,0.00436681222707424,807,3,phosphatidylcholine/phosphatidylserine synthase
R7A2020_19110,R7A2020_19110,0,3937160,3937738,-1,9,0.00404858299595142,579,2,NAD(P)H-dependent oxidoreductase
R7A2020_19335,R7A2020_19335,0,3981617,3982909,1,14,0.00363636363636364,1293,4,porin family protein
R7A2020_19640,R7A2020_19640,0,4034324,4034629,-1,12,0.00383141762452107,306,1,pseudogene
R7A2020_20065,cysE,0,4113819,4114667,-1,8,0.004149377593361,849,3,serine O-acetyltransferase
R7A2020_20145,R7A2020_20145,0,4127874,4128167,1,1,0.00398406374501992,294,1,hypothetical protein
R7A2020_20250,R7A2020_20250,0,4147107,4148018,1,6,0.0038659793814433,912,3,LysR family transcriptional regulator
R7A2020_20540,grxD,0,4195619,4195954,1,2,0.00348432055749129,336,1,Grx4 family monothiol glutaredoxin
R7A2020_20625,recA,0,4211579,4212676,-1,8,0.00427807486631016,1098,4,recombinase RecA
R7A2020_20700,R7A2020_20700,0,4224820,4225635,-1,3,0.00431654676258993,816,3,phosphatase PAP2 family protein
R7A2020_20840,R7A2020_20840,0,4254274,4254540,-1,1,0.0043859649122807,267,1,helix-turn-helix transcriptional regulator
R7A2020_20850,R7A2020_20850,0,4255004,4256047,1,4,0.00337837837837838,1044,3,hypothetical protein
R7A2020_20880,R7A2020_20880,0,4263158,4264405,1,11,0.00376647834274953,1248,4,nucleotidyltransferase
R7A2020_20950,R7A2020_20950,0,4279246,4280112,-1,16,0.0040650406504065,867,3,hypothetical protein
R7A2020_20965,R7A2020_20965,0,4281977,4283062,1,6,0.00324675324675325,1086,3,site-specific integrase
R7A2020_20975,R7A2020_20975,0,4285432,4285785,1,1,0.0033112582781457,354,1,hypothetical protein
R7A2020_20990,R7A2020_20990,0,4287332,4288732,1,18,0.00335852225020991,1401,4,hypothetical protein
R7A2020_21295,R7A2020_21295,0,4344718,4345041,-1,3,0.0036231884057971,324,1,integration host factor subunit alpha
R7A2020_21645,R7A2020_21645,0,4411118,4411750,1,4,0.00371057513914657,633,2,hypothetical protein
R7A2020_22315,R7A2020_22315,0,4551371,4552831,1,13,0.00322061191626409,1461,4,hypothetical protein
R7A2020_22325,R7A2020_22325,0,4554544,4556745,-1,19,0.00427350427350427,2202,8,RNA degradosome polyphosphate kinase
R7A2020_22555,R7A2020_22555,0,4593545,4594621,-1,4,0.00327153762268266,1077,3,acyltransferase
R7A2020_22595,R7A2020_22595,0,4601364,4601678,-1,4,0.00371747211895911,315,1,hypothetical protein
R7A2020_23025,R7A2020_23025,0,4667328,4668287,1,5,0.00367647058823529,960,3,LysR family transcriptional regulator
R7A2020_23345,R7A2020_23345,0,4728966,4729634,1,2,0.00350877192982456,669,2,CvpA family protein
R7A2020_23630,R7A2020_23630,0,4783368,4783967,-1,3,0.00392156862745098,600,2,DUF2062 domain-containing protein
R7A2020_24060,R7A2020_24060,0,4875049,4876797,-1,15,0.00336021505376344,1749,5,PAS domain-containing sensor histidine kinase
R7A2020_24325,glgB,0,4935082,4937295,-1,42,0.00371747211895911,2214,7,1,4-alpha-glucan branching protein GlgB
R7A2020_24425,R7A2020_24425,0,4961517,4962743,1,10,0.00383141762452107,1227,4,sulfotransferase family protein
R7A2020_24465,R7A2020_24465,0,4972418,4973398,-1,6,0.00359712230215827,981,3,glycosyltransferase family 2 protein
R7A2020_24555,R7A2020_24555,0,4991384,4991740,1,3,0.00327868852459016,357,1,hypothetical protein
R7A2020_24755,R7A2020_24755,0,5030184,5030456,-1,1,0.00429184549356223,273,1,hypothetical protein
R7A2020_25330,R7A2020_25330,0,5142290,5142610,1,1,0.00366300366300366,321,1,hypothetical protein
R7A2020_25485,R7A2020_25485,0,5178480,5179088,-1,8,0.00385356454720617,609,2,TetR/AcrR family transcriptional regulator
R7A2020_27005,R7A2020_27005,0,5506579,5508144,1,11,0.00375375375375375,1566,5,exodeoxyribonuclease VII large subunit
R7A2020_27355,R7A2020_27355,0,5577543,5578265,-1,4,0.0032520325203252,723,2,class II aldolase/adducin family protein
R7A2020_27380,R7A2020_27380,0,5581683,5582354,1,5,0.0034965034965035,672,2,GntR family transcriptional regulator
R7A2020_27590,R7A2020_27590,0,5636818,5638248,-1,14,0.00410846343467543,1431,5,amino acid permease
R7A2020_27735,R7A2020_27735,0,5672215,5672943,1,12,0.00322061191626409,729,2,DNA ligase
R7A2020_27900,R7A2020_27900,0,5708696,5709271,-1,2,0.00407331975560081,576,2,DUF1349 domain-containing protein
R7A2020_27950,R7A2020_27950,0,5721492,5722181,1,6,0.00340715502555366,690,2,hypothetical protein
R7A2020_28090,R7A2020_28090,0,5749774,5750100,-1,6,0.003584229390681,327,1,PepSY domain-containing protein
R7A2020_28105,R7A2020_28105,0,5751197,5751894,1,4,0.00336134453781513,698,2,pseudogene
R7A2020_28110,R7A2020_28110,0,5752010,5752558,-1,25,0.00427350427350427,549,2,hypothetical protein
R7A2020_28115,R7A2020_28115,0,5752668,5752937,-1,2,0.00434782608695652,270,1,hypothetical protein
R7A2020_28485,R7A2020_28485,0,5840392,5840946,-1,5,0.00422832980972516,555,2,tetratricopeptide repeat protein
R7A2020_28555,R7A2020_28555,0,5852845,5853420,1,12,0.00407331975560081,576,2,hypothetical protein
