locus_tag,gene_name,ncrna,start,end,strand,read_count,ins_index,gene_length,ins_count,fcn
R7A2020_00225,R7A2020_00225,0,45077,46330,1,26,0.00468603561387067,1254,5,FAD-dependent oxidoreductase
R7A2020_00425,R7A2020_00425,0,86399,86854,1,4,0.0051413881748072,456,2,periplasmic heavy metal sensor
R7A2020_00620,R7A2020_00620,0,135044,135514,-1,5,0.00498753117206983,471,2,hypothetical protein
R7A2020_00985,R7A2020_00985,0,216334,216951,-1,24,0.00569259962049336,618,3,L,D-transpeptidase
R7A2020_01010,R7A2020_01010,0,219435,219935,1,2,0.00469483568075117,501,2,MmcB family DNA repair protein
R7A2020_01420,R7A2020_01420,0,310924,311310,-1,8,0.00606060606060606,387,2,TIGR02300 family protein
R7A2020_01550,R7A2020_01550,0,342233,342457,-1,1,0.00520833333333333,225,1,aa3-type cytochrome c oxidase subunit IV
R7A2020_01595,R7A2020_01595,0,353470,354054,1,25,0.00602409638554217,585,3,TRAP transporter small permease subunit
R7A2020_01665,R7A2020_01665,0,366233,367288,1,32,0.00556173526140156,1056,5,GTP-binding protein
R7A2020_01685,R7A2020_01685,0,369842,370297,-1,3,0.0051413881748072,456,2,hypothetical protein
R7A2020_01885,R7A2020_01885,0,414391,414594,-1,3,0.00574712643678161,204,1,DUF680 domain-containing protein
R7A2020_01925,R7A2020_01925,0,423726,424187,1,2,0.00508905852417303,462,2,HPr kinase/phosphorylase
R7A2020_01965,addA,0,434750,438262,1,42,0.00468697689989956,3513,14,double-strand break repair helicase AddA
R7A2020_02005,R7A2020_02005,0,442846,443685,-1,39,0.00560224089635854,840,4,tryptophan synthase subunit alpha
R7A2020_02060,rplT,0,451560,451961,1,4,0.00584795321637427,402,2,50S ribosomal protein L20
R7A2020_02480,R7A2020_02480,0,534149,534403,-1,3,0.00458715596330275,255,1,acyl carrier protein
R7A2020_03480,R7A2020_03480,0,733356,734177,-1,15,0.00572246065808298,822,4,4-hydroxy-tetrahydrodipicolinate reductase
R7A2020_03885,lepA,0,808294,810099,-1,16,0.005859375,1806,9,elongation factor 4
